image_name,tags
test_30307,clear primary agriculture
test_30308,clear habitation primary agriculture
test_30309,clear cultivation primary agriculture
test_30310,clear primary
test_30311,clear primary agriculture
test_30312,clear primary
test_30313,road clear primary agriculture
test_30314,clear primary
test_30315,road clear habitation primary agriculture
test_30316,clear primary
test_30317,road clear habitation primary agriculture
test_30318,clear primary
test_30319,clear primary
test_30320,clear primary
test_30321,partly_cloudy primary
test_30322,clear primary
test_30323,haze primary
test_30324,clear primary
test_30325,clear primary
test_30326,road clear primary
test_30327,clear primary
test_30328,clear primary
test_30329,clear primary
test_30330,haze primary
test_30331,clear primary agriculture
test_30332,clear primary
test_30333,clear primary
test_30334,road clear habitation primary agriculture
test_30335,clear primary
test_30336,road clear habitation primary agriculture
test_30337,partly_cloudy primary
test_30338,partly_cloudy primary
test_30339,clear primary
test_30340,road water clear primary
test_30341,road water clear primary
test_30342,clear primary
test_30343,road clear habitation primary agriculture
test_30344,clear primary
test_30345,haze primary agriculture
test_30346,cloudy
test_30347,clear primary
test_30348,clear primary
test_30349,clear primary
test_30350,clear primary agriculture
test_30351,partly_cloudy primary
test_30352,haze primary
test_30353,partly_cloudy primary
test_30354,road clear primary agriculture
test_30355,partly_cloudy primary
test_30356,
test_30357,water clear primary
test_30358,cloudy
test_30359,clear primary
test_30360,partly_cloudy primary
test_30361,clear primary
test_30362,clear primary agriculture
test_30363,haze primary
test_30364,clear primary
test_30365,road water clear primary
test_30366,partly_cloudy road primary agriculture
test_30367,partly_cloudy primary
test_30368,partly_cloudy primary
test_30369,clear primary
test_30370,water clear
test_30371,clear primary
test_30372,water clear primary
test_30373,water clear primary
test_30374,road clear primary agriculture
test_30375,road clear habitation primary agriculture
test_30376,clear primary
test_30377,partly_cloudy
test_30378,road clear habitation
test_30379,clear primary
test_30380,clear primary
test_30381,partly_cloudy primary
test_30382,road clear habitation primary agriculture
test_30383,clear primary
test_30384,clear cultivation primary agriculture
test_30385,clear primary
test_30386,clear cultivation primary agriculture
test_30387,clear primary
test_30388,road clear habitation primary
test_30389,clear primary
test_30390,road clear primary agriculture
test_30391,road clear habitation primary agriculture
test_30392,clear primary
test_30393,road water clear primary
test_30394,clear cultivation primary
test_30395,partly_cloudy cultivation primary agriculture
test_30396,clear primary
test_30397,road clear habitation primary agriculture
test_30398,partly_cloudy primary
test_30399,cloudy
test_30400,road clear primary agriculture
test_30401,partly_cloudy primary agriculture
test_30402,clear primary
test_30403,partly_cloudy water primary
test_30404,water haze primary
test_30405,clear primary
test_30406,clear primary
test_30407,road primary agriculture
test_30408,road clear primary agriculture
test_30409,clear primary agriculture
test_30410,road water clear primary
test_30411,road water clear primary
test_30412,partly_cloudy primary
test_30413,road clear primary agriculture
test_30414,haze primary
test_30415,partly_cloudy primary
test_30416,clear cultivation primary agriculture
test_30417,partly_cloudy primary
test_30418,partly_cloudy road water primary
test_30419,clear primary
test_30420,road clear habitation primary agriculture
test_30421,clear primary
test_30422,haze primary
test_30423,clear primary
test_30424,road clear primary
test_30425,partly_cloudy primary
test_30426,clear primary
test_30427,water clear
test_30428,clear primary
test_30429,haze primary
test_30430,clear primary
test_30431,cloudy primary
test_30432,clear primary
test_30433,clear primary
test_30434,partly_cloudy road primary agriculture
test_30435,partly_cloudy primary
test_30436,partly_cloudy primary
test_30437,clear primary
test_30438,clear primary
test_30439,clear primary
test_30440,road clear primary agriculture
test_30441,partly_cloudy primary
test_30442,partly_cloudy road primary agriculture
test_30443,haze primary
test_30444,cloudy
test_30445,clear primary
test_30446,road clear primary agriculture
test_30447,clear primary
test_30448,water clear
test_30449,clear primary
test_30450,partly_cloudy road habitation primary agriculture
test_30451,road water clear primary agriculture
test_30452,clear primary
test_30453,road clear primary agriculture
test_30454,partly_cloudy water primary
test_30455,partly_cloudy primary
test_30456,partly_cloudy primary
test_30457,partly_cloudy primary
test_30458,road clear primary agriculture
test_30459,cloudy
test_30460,clear primary agriculture
test_30461,clear primary
test_30462,partly_cloudy primary agriculture
test_30463,clear primary
test_30464,haze primary
test_30465,haze primary
test_30466,clear cultivation primary agriculture
test_30467,water clear primary agriculture
test_30468,clear primary
test_30469,road clear primary agriculture
test_30470,partly_cloudy primary
test_30471,clear primary
test_30472,clear primary
test_30473,road clear habitation primary agriculture
test_30474,cloudy
test_30475,clear primary
test_30476,water clear primary agriculture
test_30477,road clear primary
test_30478,clear primary
test_30479,road clear primary agriculture
test_30480,road clear primary agriculture
test_30481,clear primary
test_30482,clear primary
test_30483,clear primary
test_30484,cloudy
test_30485,road clear primary agriculture
test_30486,road haze primary agriculture
test_30487,clear primary
test_30488,clear primary
test_30489,partly_cloudy primary agriculture
test_30490,clear cultivation primary agriculture
test_30491,road clear primary agriculture
test_30492,partly_cloudy primary
test_30493,clear primary agriculture
test_30494,road clear habitation primary agriculture
test_30495,clear primary
test_30496,haze primary
test_30497,road water clear primary
test_30498,partly_cloudy water primary
test_30499,road clear habitation primary
test_30500,clear primary
test_30501,partly_cloudy primary
test_30502,road clear primary
test_30503,partly_cloudy primary
test_30504,water clear primary
test_30505,road water clear primary
test_30506,clear primary
test_30507,clear primary
test_30508,road clear primary agriculture
test_30509,road haze primary agriculture
test_30510,partly_cloudy primary
test_30511,water clear primary
test_30512,water clear primary
test_30513,partly_cloudy road primary agriculture
test_30514,road water clear habitation primary agriculture
test_30515,clear primary
test_30516,water clear primary
test_30517,partly_cloudy primary agriculture
test_30518,partly_cloudy primary
test_30519,partly_cloudy water primary
test_30520,partly_cloudy road primary agriculture
test_30521,clear primary
test_30522,clear primary
test_30523,partly_cloudy primary agriculture
test_30524,clear cultivation primary agriculture
test_30525,clear primary agriculture
test_30526,clear primary
test_30527,haze primary
test_30528,clear primary
test_30529,clear primary
test_30530,haze primary
test_30531,road clear primary agriculture
test_30532,partly_cloudy primary agriculture
test_30533,clear primary
test_30534,clear primary
test_30535,haze primary
test_30536,clear primary
test_30537,haze primary
test_30538,partly_cloudy primary
test_30539,partly_cloudy primary
test_30540,clear primary
test_30541,road clear habitation agriculture
test_30542,clear bare_ground
test_30543,road clear habitation primary agriculture
test_30544,partly_cloudy water primary
test_30545,cloudy
test_30546,cloudy
test_30547,road clear primary agriculture
test_30548,partly_cloudy primary
test_30549,partly_cloudy water primary
test_30550,partly_cloudy primary
test_30551,clear primary
test_30552,clear primary
test_30553,clear primary
test_30554,clear primary
test_30555,clear primary
test_30556,partly_cloudy primary
test_30557,road clear primary agriculture
test_30558,clear cultivation primary agriculture
test_30559,water clear primary
test_30560,clear primary
test_30561,clear primary
test_30562,road clear habitation primary agriculture
test_30563,partly_cloudy primary
test_30564,partly_cloudy primary
test_30565,clear primary
test_30566,haze primary
test_30567,clear primary agriculture
test_30568,partly_cloudy primary
test_30569,haze primary
test_30570,road water clear habitation primary
test_30571,
test_30572,clear primary
test_30573,clear cultivation primary agriculture
test_30574,road water haze primary
test_30575,partly_cloudy road primary agriculture
